,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,AAPL,AMZN,MSFT,NFLX,AAPL,AMZN,MSFT,NFLX,AAPL,AMZN,MSFT,NFLX,AAPL,AMZN,MSFT,NFLX,AAPL,AMZN,MSFT,NFLX,AAPL,AMZN,MSFT,NFLX
Date,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,25.287893295288086,32.93199920654297,49.6287841796875,118.5999984741211,27.622499465942383,32.93199920654297,55.20000076293945,118.5999984741211,28.200000762939453,33.57500076293945,55.900001525878906,123.30000305175781,27.587499618530273,32.86750030517578,55.09000015258789,118.54000091552734,27.985000610351562,33.25149917602539,55.65999984741211,121.93000030517578,213292400,95068000,39843000,11760000
2015-12-16,25.48243522644043,33.78850173950195,50.46491622924805,122.63999938964844,27.834999084472656,33.78850173950195,56.130001068115234,122.63999938964844,27.997499465942383,33.86750030517578,56.25,123.0,27.200000762939453,32.965999603271484,54.7599983215332,118.08999633789062,27.767499923706055,33.178001403808594,55.540000915527344,119.80000305175781,224954000,79290000,37503300,13181000
2015-12-17,24.94230079650879,33.532501220703125,50.07831573486328,122.51000213623047,27.2450008392334,33.532501220703125,55.70000076293945,122.51000213623047,28.0625,34.125,56.790000915527344,126.3499984741211,27.2450008392334,33.532501220703125,55.529998779296875,122.41999816894531,28.0049991607666,34.0,56.36000061035156,123.97000122070312,179091200,73632000,41280900,17284900
2015-12-18,24.26713752746582,33.207000732421875,48.666786193847656,118.0199966430664,26.50749969482422,33.207000732421875,54.130001068115234,118.0199966430664,27.3799991607666,33.84199905395508,56.0,122.19000244140625,26.452499389648438,33.20650100708008,54.029998779296875,117.91999816894531,27.227500915527344,33.432498931884766,55.77000045776367,120.8499984741211,385813200,136826000,84684200,17948100
2015-12-21,24.564664840698242,33.22549819946289,49.29612350463867,116.62999725341797,26.832500457763672,33.22549819946289,54.83000183105469,116.62999725341797,26.842500686645508,33.494998931884766,55.349998474121094,119.58999633789062,26.392499923706055,32.94649887084961,54.22999954223633,115.66000366210938,26.81999969482422,33.42499923706055,54.880001068115234,119.51000213623047,190362400,65018000,37246300,11670000
2015-12-22,24.541778564453125,33.157501220703125,49.763648986816406,116.23999786376953,26.8075008392334,33.157501220703125,55.349998474121094,116.23999786376953,26.93000030517578,33.42449951171875,55.47999954223633,117.43000030517578,26.612499237060547,32.9630012512207,54.5,114.86000061035156,26.850000381469727,33.34149932861328,54.9900016784668,117.30000305175781,131157600,53356000,28322200,9689000
2015-12-23,24.85761260986328,33.185001373291016,50.18620681762695,118.16000366210938,27.15250015258789,33.185001373291016,55.81999969482422,118.16000366210938,27.212499618530273,33.33000183105469,55.880001068115234,118.55999755859375,26.799999237060547,32.83150100708008,55.439998626708984,115.77999877929688,26.8174991607666,33.32500076293945,55.70000076293945,116.91000366210938,130629600,54458000,27279800,9324300
2015-12-24,24.724870681762695,33.13949966430664,50.05133819580078,117.33000183105469,27.00749969482422,33.13949966430664,55.66999816894531,117.33000183105469,27.25,33.23400115966797,55.959999084472656,118.80000305175781,26.987499237060547,33.029998779296875,55.43000030517578,117.30000305175781,27.25,33.16749954223633,55.86000061035156,118.22000122070312,54281600,21824000,9558500,3531300
2015-12-28,24.447935104370117,33.7599983215332,50.3030891418457,117.11000061035156,26.704999923706055,33.7599983215332,55.95000076293945,117.11000061035156,26.922500610351562,33.775001525878906,55.95000076293945,117.3499984741211,26.545000076293945,33.275001525878906,54.97999954223633,113.8499984741211,26.897499084472656,33.27799987792969,55.349998474121094,117.26000213623047,106816800,75672000,22458300,8424300
2015-12-29,24.887371063232422,34.69850158691406,50.842525482177734,119.12000274658203,27.184999465942383,34.69850158691406,56.54999923706055,119.12000274658203,27.357500076293945,34.821998596191406,56.849998474121094,119.5999984741211,26.71500015258789,33.894500732421875,56.060001373291016,116.91999816894531,26.739999771118164,33.89899826049805,56.290000915527344,118.19000244140625,123724800,114700000,27731400,8159200
2015-12-30,24.562374114990234,34.45349884033203,50.62674331665039,116.70999908447266,26.829999923706055,34.45349884033203,56.310001373291016,116.70999908447266,27.174999237060547,34.77450180053711,56.779998779296875,119.0199966430664,26.795000076293945,34.319000244140625,56.290000915527344,116.43000030517578,27.145000457763672,34.59450149536133,56.470001220703125,118.94999694824219,100855200,70380000,21704500,8149700
2015-12-31,24.090900421142578,33.794498443603516,49.880523681640625,114.37999725341797,26.315000534057617,33.794498443603516,55.47999954223633,114.37999725341797,26.75749969482422,34.38750076293945,56.189998626708984,117.45999908447266,26.204999923706055,33.794498443603516,55.41999816894531,114.27999877929688,26.752500534057617,34.30400085449219,56.040000915527344,116.20999908447266,163649200,74992000,27334100,9273000
2016-01-04,24.111495971679688,31.84950065612793,49.2691535949707,109.95999908447266,26.337499618530273,31.84950065612793,54.79999923706055,109.95999908447266,26.342500686645508,32.88600158691406,54.79999923706055,110.0,25.5,31.375499725341797,53.38999938964844,105.20999908447266,25.65250015258789,32.81449890136719,54.31999969482422,109.0,270597600,186290000,53778000,20794800
2016-01-05,23.50727653503418,31.68950080871582,49.493919372558594,107.66000366210938,25.677499771118164,31.68950080871582,55.04999923706055,107.66000366210938,26.462499618530273,32.34550094604492,55.38999938964844,110.58000183105469,25.602500915527344,31.38249969482422,54.540000915527344,105.8499984741211,26.4375,32.34299850463867,54.93000030517578,110.44999694824219,223164000,116452000,34079700,17664600
2016-01-06,23.04724884033203,31.63249969482422,48.594852447509766,117.68000030517578,25.174999237060547,31.63249969482422,54.04999923706055,117.68000030517578,25.592500686645508,31.989500045776367,54.400001525878906,117.91000366210938,24.967500686645508,31.015499114990234,53.63999938964844,104.95999908447266,25.139999389648438,31.100000381469727,54.31999969482422,105.29000091552734,273829600,106584000,39518900,33045700
2016-01-07,22.07455062866211,30.39699935913086,46.90459060668945,114.55999755859375,24.112499237060547,30.39699935913086,52.16999816894531,114.55999755859375,25.032499313354492,31.5,53.4900016784668,122.18000030517578,24.107500076293945,30.260499954223633,52.06999969482422,112.29000091552734,24.670000076293945,31.09000015258789,52.70000076293945,116.36000061035156,324377600,141498000,56564900,33636700
2016-01-08,22.191274642944336,30.352500915527344,47.04844665527344,111.38999938964844,24.239999771118164,30.352500915527344,52.33000183105469,111.38999938964844,24.77750015258789,31.207000732421875,53.279998779296875,117.72000122070312,24.190000534057617,30.299999237060547,52.150001525878906,111.0999984741211,24.637500762939453,30.982999801635742,52.369998931884766,116.33000183105469,283192000,110258000,48754000,18067100
2016-01-11,22.550600051879883,30.886999130249023,47.021461486816406,114.97000122070312,24.63249969482422,30.886999130249023,52.29999923706055,114.97000122070312,24.764999389648438,30.99250030517578,52.849998474121094,116.79000091552734,24.334999084472656,29.928499221801758,51.459999084472656,111.19999694824219,24.74250030517578,30.624000549316406,52.5099983215332,112.12999725341797,198957600,97832000,36943800,21920400
2016-01-12,22.877883911132812,30.894500732421875,47.453025817871094,116.58000183105469,24.989999771118164,30.894500732421875,52.779998779296875,116.58000183105469,25.172500610351562,31.29949951171875,53.099998474121094,117.77999877929688,24.709999084472656,30.61199951171875,52.060001373291016,115.08000183105469,25.137500762939453,31.262500762939453,52.7599983215332,116.11000061035156,196616800,94482000,36095500,15133500
2016-01-13,22.289688110351562,29.090499877929688,46.42808532714844,106.55999755859375,24.34749984741211,29.090499877929688,51.63999938964844,106.55999755859375,25.297500610351562,31.04400062561035,54.06999969482422,114.4800033569336,24.325000762939453,28.95800018310547,51.29999923706055,104.52999877929688,25.079999923706055,31.04400062561035,53.79999923706055,114.43000030517578,249758400,153104000,66883600,24921600
2016-01-14,22.77718162536621,29.649999618530273,47.74971389770508,107.05999755859375,24.8799991607666,29.649999618530273,53.11000061035156,107.05999755859375,25.1200008392334,30.112499237060547,53.41999816894531,109.25,23.934999465942383,28.493999481201172,51.56999969482422,101.20999908447266,24.489999771118164,29.012500762939453,52.0,105.6500015258789,252680400,144760000,52381900,23664800
2016-01-15,22.230182647705078,28.509000778198242,45.843685150146484,104.04000091552734,24.282499313354492,28.509000778198242,50.9900016784668,104.04000091552734,24.427499771118164,29.231000900268555,51.970001220703125,105.5,23.84000015258789,28.264999389648438,50.34000015258789,101.72000122070312,24.049999237060547,28.61199951171875,51.310001373291016,102.43000030517578,319335600,155690000,71820700,19775100
2016-01-19,22.12261962890625,28.724000930786133,45.45708465576172,107.88999938964844,24.165000915527344,28.724000930786133,50.560001373291016,107.88999938964844,24.662500381469727,29.200000762939453,51.68000030517578,110.13999938964844,23.875,28.322500228881836,50.060001373291016,105.55000305175781,24.602500915527344,28.85449981689453,51.47999954223633,106.56999969482422,212350800,96144000,43564500,35722800
2016-01-20,22.152368545532227,28.588499069213867,45.663883209228516,107.73999786376953,24.197500228881836,28.588499069213867,50.790000915527344,107.73999786376953,24.547500610351562,28.922500610351562,51.380001068115234,109.98999786376953,23.354999542236328,27.358999252319336,49.099998474121094,97.05000305175781,23.774999618530273,28.218000411987305,49.97999954223633,108.91000366210938,289337600,159328000,63273000,53009400
2016-01-21,22.04022216796875,28.750999450683594,45.38516616821289,102.3499984741211,24.075000762939453,28.750999450683594,50.47999954223633,102.3499984741211,24.469999313354492,29.440500259399414,51.58000183105469,108.51000213623047,23.735000610351562,28.410999298095703,50.29999923706055,102.0999984741211,24.264999389648438,28.679000854492188,51.0,108.31999969482422,208646000,99044000,40191200,31027500
2016-01-22,23.212038040161133,29.819000244140625,47.012489318847656,100.72000122070312,25.354999542236328,29.819000244140625,52.290000915527344,100.72000122070312,25.364999771118164,30.0049991607666,52.33000183105469,104.98999786376953,24.592500686645508,29.20549964904785,51.2599983215332,99.22000122070312,24.657499313354492,29.436500549316406,51.40999984741211,104.72000122070312,263202000,102402000,37555800,26821800
2016-01-25,22.758878707885742,29.826499938964844,46.56293487548828,99.12000274658203,24.860000610351562,29.826499938964844,51.790000915527344,99.12000274658203,25.38249969482422,30.424999237060547,52.650001525878906,102.68000030517578,24.802499771118164,29.72800064086914,51.650001525878906,99.0,25.3799991607666,29.899499893188477,51.939998626708984,99.77999877929688,207178000,87922000,34707700,20321100
2016-01-26,22.884754180908203,30.0625,46.90459060668945,97.83000183105469,24.997499465942383,30.0625,52.16999816894531,97.83000183105469,25.219999313354492,30.225000381469727,52.439998626708984,100.55000305175781,24.517499923706055,29.518999099731445,51.54999923706055,94.8499984741211,24.982500076293945,30.172500610351562,51.790000915527344,99.73999786376953,300308000,75314000,28900800,22083900
2016-01-27,21.381074905395508,29.167499542236328,46.050472259521484,91.1500015258789,23.354999542236328,29.167499542236328,51.220001220703125,91.1500015258789,24.157499313354492,30.16950035095215,52.20000076293945,97.8499984741211,23.334999084472656,28.93899917602539,51.02000045776367,90.58999633789062,24.010000228881836,30.09950065612793,52.0099983215332,96.61000061035156,533478800,103058000,36775200,25556200
2016-01-28,21.53441619873047,31.767499923706055,46.80569076538086,94.41000366210938,23.522499084472656,31.767499923706055,52.060001373291016,94.41000366210938,23.6299991607666,31.902999877929688,52.209999084472656,95.25,23.09749984741211,29.877500534057617,51.25,90.11000061035156,23.447500228881836,30.418500900268555,51.86000061035156,93.83999633789062,222715200,280304000,62513800,24562300
2016-01-29,22.278242111206055,29.350000381469727,49.529884338378906,91.83999633789062,24.334999084472656,29.350000381469727,55.09000015258789,91.83999633789062,24.334999084472656,29.649999618530273,55.09000015258789,94.38999938964844,23.587499618530273,28.5,54.0,90.62999725341797,23.697500228881836,28.599000930786133,54.72999954223633,92.0,257666000,293552000,83611700,20463900
2016-02-01,22.069969177246094,28.74049949645996,49.18824005126953,94.08999633789062,24.107500076293945,28.74049949645996,54.709999084472656,94.08999633789062,24.177499771118164,29.09000015258789,55.09000015258789,97.18000030517578,23.850000381469727,28.515499114990234,54.5,91.30000305175781,24.11750030517578,28.907499313354492,54.880001068115234,91.79000091552734,163774000,127102000,44208500,19684500
2016-02-02,21.623680114746094,27.604999542236328,47.65081787109375,91.48999786376953,23.6200008392334,27.604999542236328,53.0,91.48999786376953,24.010000228881836,28.577999114990234,54.2599983215332,96.6500015258789,23.56999969482422,27.504499435424805,52.650001525878906,90.7300033569336,23.854999542236328,28.5,54.16999816894531,95.54000091552734,149428800,126240000,56313800,21906500
2016-02-03,22.051668167114258,26.553499221801758,46.89559555053711,90.73999786376953,24.087499618530273,26.553499221801758,52.15999984741211,90.73999786376953,24.209999084472656,27.799999237060547,53.38999938964844,92.69000244140625,23.520000457763672,26.094999313354492,51.2599983215332,86.13999938964844,23.75,27.674999237060547,53.25,92.41000366210938,183857200,200974000,57559800,27466000
2016-02-04,22.228849411010742,26.812999725341797,46.75175476074219,89.70999908447266,24.149999618530273,26.812999725341797,52.0,89.70999908447266,24.332500457763672,26.949499130249023,52.810001373291016,91.25,23.797500610351562,25.961000442504883,51.369998931884766,86.54000091552734,23.96500015258789,26.25,52.099998474121094,89.5,185886800,123982000,46987100,19108600
2016-02-05,21.635160446166992,25.10650062561035,45.09746170043945,82.79000091552734,23.5049991607666,25.10650062561035,50.15999984741211,82.79000091552734,24.229999542236328,26.47249984741211,52.0,88.94999694824219,23.422500610351562,24.95949935913086,49.560001373291016,81.86000061035156,24.1299991607666,26.464000701904297,51.939998626708984,88.2300033569336,185672400,194178000,62009000,25929300
2016-02-08,21.86297035217285,24.405000686645508,44.423152923583984,83.31999969482422,23.752500534057617,24.405000686645508,49.40999984741211,83.31999969482422,23.924999237060547,24.674999237060547,49.56999969482422,84.69999694824219,23.260000228881836,23.760499954223633,48.189998626708984,79.94999694824219,23.282499313354492,24.32349967956543,49.54999923706055,80.56999969482422,216085600,196510000,59290500,25035600
2016-02-09,21.858369827270508,24.103500366210938,44.30626678466797,86.12999725341797,23.747499465942383,24.103500366210938,49.279998779296875,86.12999725341797,23.985000610351562,24.91900062561035,50.2400016784668,88.4000015258789,23.482500076293945,23.700000762939453,48.66999816894531,81.55000305175781,23.572500228881836,23.90049934387207,49.02000045776367,81.75,177324800,141558000,46740500,25892900
2016-02-10,21.69268226623535,24.52400016784668,44.692874908447266,88.44999694824219,23.5674991607666,24.52400016784668,49.709999084472656,88.44999694824219,24.087499618530273,25.232999801635742,50.38999938964844,92.20999908447266,23.524999618530273,24.299999237060547,49.52000045776367,87.41999816894531,23.979999542236328,24.58799934387207,49.88999938964844,89.0,169374400,135724000,38237000,23146500
2016-02-11,21.561525344848633,25.19099998474121,44.67487716674805,86.3499984741211,23.424999237060547,25.19099998474121,49.689998626708984,86.3499984741211,23.68000030517578,25.46500015258789,50.11000061035156,88.38999938964844,23.147499084472656,24.200000762939453,48.5099983215332,82.91000366210938,23.447500228881836,24.558500289916992,48.68000030517578,87.41999816894531,200298800,147948000,48878600,21820300
2016-02-12,21.628257751464844,25.354000091552734,45.40314483642578,87.4000015258789,23.497499465942383,25.354000091552734,50.5,87.4000015258789,23.625,25.837499618530273,50.68000030517578,89.72000122070312,23.252500534057617,25.074499130249023,49.75,85.26000213623047,23.547500610351562,25.53499984741211,50.25,86.63999938964844,161405600,107696000,34243300,19067700
2016-02-16,22.238059997558594,26.05500030517578,46.263389587402344,89.05000305175781,24.15999984741211,26.05500030517578,51.09000015258789,89.05000305175781,24.212499618530273,26.22249984741211,51.09000015258789,90.13999938964844,23.65250015258789,25.58300018310547,50.130001068115234,87.54000091552734,23.7549991607666,25.974000930786133,50.900001525878906,89.0,196231600,102370000,37291200,16356600
2016-02-17,22.5786190032959,26.704999923706055,47.46773910522461,94.76000213623047,24.530000686645508,26.704999923706055,52.41999816894531,94.76000213623047,24.552499771118164,26.874000549316406,52.77000045776367,94.7699966430664,24.037500381469727,25.969499588012695,51.45000076293945,89.63999938964844,24.167499542236328,26.437000274658203,51.4900016784668,90.12999725341797,179452800,96480000,40789000,18323800
2016-02-18,22.15061378479004,26.25,47.25946807861328,90.48999786376953,24.065000534057617,26.25,52.189998626708984,90.48999786376953,24.72249984741211,27.059999465942383,52.95000076293945,94.9000015258789,24.022499084472656,26.186500549316406,52.099998474121094,90.30999755859375,24.709999084472656,27.059499740600586,52.33000183105469,94.80000305175781,156084000,94700000,27176000,17695300
2016-02-19,22.09998893737793,26.7450008392334,46.924434661865234,89.2300033569336,24.010000228881836,26.7450008392334,51.81999969482422,89.2300033569336,24.190000534057617,26.797500610351562,52.279998779296875,91.4000015258789,23.950000762939453,25.767499923706055,51.529998779296875,88.02999877929688,24.0,26.035499572753906,51.970001220703125,89.9800033569336,141496800,99494000,33559100,14259200
2016-02-22,22.29327964782715,27.975000381469727,47.67600631713867,91.93000030517578,24.219999313354492,27.975000381469727,52.650001525878906,91.93000030517578,24.225000381469727,28.032499313354492,53.0,93.11000061035156,23.979999542236328,27.054000854492188,52.279998779296875,88.30000305175781,24.077499389648438,27.110000610351562,52.279998779296875,90.75,137123200,111332000,25008300,16321800
2016-02-23,21.789331436157227,27.64699935913086,46.344879150390625,89.12000274658203,23.672500610351562,27.64699935913086,51.18000030517578,89.12000274658203,24.125,27.845500946044922,52.369998931884766,92.48999786376953,23.637500762939453,27.26650047302246,50.97999954223633,89.05000305175781,24.100000381469727,27.77750015258789,52.34000015258789,91.4000015258789,127770400,81016000,28895300,12744400
2016-02-24,22.113792419433594,27.70199966430664,46.50788497924805,91.61000061035156,24.024999618530273,27.70199966430664,51.36000061035156,91.61000061035156,24.094999313354492,27.713499069213867,51.5,91.76000213623047,23.329999923706055,26.657499313354492,50.20000076293945,86.69999694824219,23.4950008392334,27.287500381469727,50.689998626708984,88.5,145022800,124634000,33014500,15972800
2016-02-25,22.265666961669922,27.75749969482422,47.17797088623047,94.52999877929688,24.190000534057617,27.75749969482422,52.099998474121094,94.52999877929688,24.190000534057617,27.969499588012695,52.099998474121094,94.80999755859375,23.8125,27.26449966430664,50.61000061035156,90.20999908447266,24.012500762939453,27.775999069213867,51.72999954223633,91.08000183105469,110330800,90510000,26939500,17898800
2016-02-26,22.300188064575195,27.761499404907227,46.453556060791016,94.79000091552734,24.227500915527344,27.761499404907227,51.29999923706055,94.79000091552734,24.5049991607666,28.125,52.68000030517578,97.4800033569336,24.145000457763672,27.65850067138672,51.099998474121094,94.25,24.299999237060547,28.006000518798828,52.599998474121094,95.30000305175781,115964400,97540000,35975900,16975200
2016-02-29,22.249557495117188,27.625999450683594,46.07322311401367,93.41000366210938,24.172500610351562,27.625999450683594,50.880001068115234,93.41000366210938,24.5575008392334,28.24049949645996,51.650001525878906,97.19999694824219,24.162500381469727,27.625499725341797,50.65999984741211,93.33999633789062,24.21500015258789,27.700000762939453,51.349998474121094,94.80999755859375,140865200,82908000,31654000,13663100
2016-03-01,23.133188247680664,28.95199966430664,47.61263656616211,98.30000305175781,25.13249969482422,28.95199966430664,52.58000183105469,98.30000305175781,25.1924991607666,28.962499618530273,52.59000015258789,99.16000366210938,24.354999542236328,27.799999237060547,50.91999816894531,93.61000061035156,24.412500381469727,27.81450080871582,50.970001220703125,94.58000183105469,201628400,100770000,33024500,17048800
2016-03-02,23.183813095092773,29.010499954223633,47.947669982910156,97.61000061035156,25.1875,29.010499954223633,52.95000076293945,97.61000061035156,25.22249984741211,29.25,52.959999084472656,99.4800033569336,24.90999984741211,28.684999465942383,52.15999984741211,95.9000015258789,25.127500534057617,29.087499618530273,52.40999984741211,98.01000213623047,132678400,91644000,29289900,19102800
2016-03-03,23.356401443481445,28.874500274658203,47.404354095458984,97.93000030517578,25.375,28.874500274658203,52.349998474121094,97.93000030517578,25.427499771118164,28.993499755859375,52.970001220703125,98.3499984741211,25.112499237060547,28.655500411987305,51.779998779296875,95.38999938964844,25.145000457763672,28.898000717163086,52.970001220703125,97.83000183105469,147822800,54826000,24427800,15320900
2016-03-04,23.703872680664062,28.756999969482422,47.11458969116211,101.58000183105469,25.752500534057617,28.756999969482422,52.029998779296875,101.58000183105469,25.9375,29.06999969482422,52.45000076293945,102.22000122070312,25.342500686645508,28.553499221801758,51.709999084472656,98.31999969482422,25.592500686645508,29.053499221801758,52.400001525878906,98.76000213623047,184220400,68330000,33034200,23414600
2016-03-07,23.44154167175293,28.139999389648438,46.20906066894531,95.48999786376953,25.467500686645508,28.139999389648438,51.029998779296875,95.48999786376953,25.707500457763672,28.681499481201172,51.79999923706055,101.79000091552734,25.239999771118164,27.77750015258789,50.58000183105469,95.25,25.59749984741211,28.677000045776367,51.560001373291016,101.0,143315600,98538000,38407800,23855200
2016-03-08,23.248247146606445,28.01300048828125,46.77048110961914,96.2300033569336,25.25749969482422,28.01300048828125,51.650001525878906,96.2300033569336,25.440000534057617,28.5674991607666,52.130001068115234,98.27999877929688,25.100000381469727,27.73699951171875,50.599998474121094,94.5,25.19499969482422,27.89349937438965,50.79999923706055,95.0,126247600,94600000,33835100,14797000
2016-03-09,23.26896095275879,27.973499298095703,47.84807205200195,98.0,25.280000686645508,27.973499298095703,52.84000015258789,98.0,25.395000457763672,28.017499923706055,52.849998474121094,98.37000274658203,25.0674991607666,27.506500244140625,51.86000061035156,95.0,25.327499389648438,27.97800064086914,51.88999938964844,96.81999969482422,108806800,87546000,28251600,12298700
2016-03-10,23.280460357666016,27.946500778198242,47.13269805908203,97.36000061035156,25.292499542236328,27.946500778198242,52.04999923706055,97.36000061035156,25.559999465942383,28.350000381469727,52.939998626708984,99.73999786376953,25.037500381469727,27.395000457763672,51.15999984741211,95.44999694824219,25.352500915527344,28.336999893188477,52.93000030517578,98.18000030517578,134054400,78398000,38387800,17002100
2016-03-11,23.531282424926758,28.480499267578125,48.056339263916016,97.66000366210938,25.565000534057617,28.480499267578125,53.06999969482422,97.66000366210938,25.56999969482422,28.503000259399414,53.06999969482422,99.5999984741211,25.375,28.136499404907227,52.380001068115234,96.05000305175781,25.559999465942383,28.34749984741211,53.0,99.51000213623047,109632800,75426000,32275700,15114300
2016-03-14,23.59111213684082,28.668500900268555,48.146888732910156,98.12999725341797,25.6299991607666,28.668500900268555,53.16999816894531,98.12999725341797,25.727500915527344,28.844499588012695,53.59000015258789,99.41999816894531,25.44499969482422,28.15250015258789,52.630001068115234,97.16999816894531,25.477500915527344,28.350000381469727,52.709999084472656,97.19999694824219,100304400,69084000,24083600,11251900
2016-03-15,24.065147399902344,28.85099983215332,48.52720260620117,97.86000061035156,26.145000457763672,28.85099983215332,53.59000015258789,97.86000061035156,26.295000076293945,29.076000213623047,53.59000015258789,98.51000213623047,25.962499618530273,28.350000381469727,52.7400016784668,96.43000030517578,25.989999771118164,28.549999237060547,52.75,97.87000274658203,160270800,77536000,21104800,9691800
2016-03-16,24.3850040435791,28.713499069213867,49.215415954589844,99.3499984741211,26.49250030517578,28.713499069213867,54.349998474121094,99.3499984741211,26.577499389648438,29.06599998474121,54.599998474121094,99.7300033569336,26.147499084472656,28.55699920654297,53.400001525878906,97.5,26.15250015258789,28.832000732421875,53.45000076293945,97.52999877929688,153214000,70754000,31691700,12630500
2016-03-17,24.345884323120117,27.972000122070312,49.496124267578125,99.72000122070312,26.450000762939453,27.972000122070312,54.65999984741211,99.72000122070312,26.61750030517578,28.56999969482422,55.0,101.38999938964844,26.239999771118164,27.750499725341797,54.0,99.0,26.3799991607666,28.475500106811523,54.209999084472656,99.05000305175781,137682800,118562000,28223900,13825000
2016-03-18,24.373497009277344,27.604000091552734,48.43665313720703,101.12000274658203,26.479999542236328,27.604000091552734,53.4900016784668,101.12000274658203,26.625,28.116500854492188,54.970001220703125,102.41000366210938,26.297500610351562,27.304500579833984,53.45000076293945,100.01000213623047,26.584999084472656,28.047000885009766,54.91999816894531,100.5,176820800,145938000,67625500,15453500
2016-03-21,24.37120246887207,27.698999404907227,48.77170181274414,101.05999755859375,26.477500915527344,27.698999404907227,53.86000061035156,101.05999755859375,26.912500381469727,27.761999130249023,53.93000030517578,102.0999984741211,26.28499984741211,26.929000854492188,52.93000030517578,99.5,26.482500076293945,27.445499420166016,53.25,101.1500015258789,142010800,103114000,23925700,9578500
2016-03-22,24.55759048461914,28.02400016784668,48.96186828613281,99.83999633789062,26.68000030517578,28.02400016784668,54.06999969482422,99.83999633789062,26.822500228881836,28.13800048828125,54.25,101.5199966430664,26.302499771118164,27.252500534057617,53.459999084472656,99.19999694824219,26.3125,27.25550079345703,53.61000061035156,100.4800033569336,129777600,80012000,23124100,9069900
2016-03-23,24.42182159423828,28.48150062561035,48.87131881713867,99.58999633789062,26.532499313354492,28.48150062561035,53.970001220703125,99.58999633789062,26.767499923706055,28.624000549316406,54.2400016784668,100.38999938964844,26.475000381469727,27.905000686645508,53.7400016784668,98.80999755859375,26.6200008392334,28.049999237060547,54.11000061035156,99.75,102814000,79674000,20129000,8313500
2016-03-24,24.315969467163086,29.147499084472656,49.0886344909668,98.36000061035156,26.417499542236328,29.147499084472656,54.209999084472656,98.36000061035156,26.5625,29.177499771118164,54.33000183105469,98.8499984741211,26.22249984741211,28.354000091552734,53.72999954223633,97.06999969482422,26.36750030517578,28.355499267578125,53.84000015258789,98.63999938964844,104532000,103710000,19950000,10671100
2016-03-28,24.20551872253418,28.993499755859375,48.48194122314453,101.20999908447266,26.297500610351562,28.993499755859375,53.540000915527344,101.20999908447266,26.547500610351562,29.237499237060547,54.290000915527344,101.44000244140625,26.264999389648438,28.777999877929688,53.33000183105469,97.81999969482422,26.5,29.219999313354492,54.209999084472656,98.33999633789062,77645600,62430000,17025100,12432200
2016-03-29,24.77849578857422,29.69300079345703,49.54140853881836,104.12999725341797,26.920000076293945,29.69300079345703,54.709999084472656,104.12999725341797,26.947500228881836,29.792499542236328,54.86000061035156,104.33000183105469,26.219999313354492,28.825000762939453,53.45000076293945,101.0,26.22249984741211,29.00749969482422,53.65999984741211,101.08000183105469,124760400,87852000,23924300,16008900
2016-03-30,25.211105346679688,29.934499740600586,49.84926986694336,102.19000244140625,27.389999389648438,29.934499740600586,55.04999923706055,102.19000244140625,27.604999542236328,30.16200065612793,55.63999938964844,104.91000366210938,27.149999618530273,29.75,54.900001525878906,101.4800033569336,27.162500381469727,29.835500717163086,54.93000030517578,104.6500015258789,182404400,77810000,23008300,14705000
2016-03-31,25.079938888549805,29.68199920654297,50.01227951049805,102.2300033569336,27.247499465942383,29.68199920654297,55.22999954223633,102.2300033569336,27.475000381469727,30.037500381469727,55.59000015258789,103.52999877929688,27.219999313354492,29.61050033569336,54.86000061035156,101.05000305175781,27.43000030517578,29.964000701904297,54.95000076293945,102.43000030517578,103553600,53636000,26360500,9747500
2016-04-01,25.310056686401367,29.924999237060547,50.32015609741211,105.69999694824219,27.497499465942383,29.924999237060547,55.56999969482422,105.69999694824219,27.5,29.951499938964844,55.61000061035156,105.79000091552734,27.049999237060547,29.415000915527344,54.56999969482422,102.47000122070312,27.19499969482422,29.524499893188477,55.04999923706055,102.93000030517578,103496000,58348000,24399200,14182400
2016-04-04,25.570087432861328,29.659500122070312,50.1933708190918,104.3499984741211,27.780000686645508,29.659500122070312,55.43000030517578,104.3499984741211,28.047500610351562,29.975000381469727,55.65999984741211,105.91999816894531,27.5674991607666,29.52750015258789,55.0,103.19999694824219,27.604999542236328,29.950000762939453,55.43000030517578,105.9000015258789,149424800,49416000,18928800,10940400
2016-04-05,25.26863670349121,29.30699920654297,49.40556335449219,104.94000244140625,27.452499389648438,29.30699920654297,54.560001373291016,104.94000244140625,27.6825008392334,29.673500061035156,55.29999923706055,105.75,27.354999542236328,29.262500762939453,54.459999084472656,103.25,27.377500534057617,29.53849983215332,55.189998626708984,103.47000122070312,106314800,46178000,19272300,10060900
2016-04-06,25.533260345458984,30.104000091552734,49.91267395019531,104.83000183105469,27.739999771118164,30.104000091552734,55.119998931884766,104.83000183105469,27.7450008392334,30.11949920654297,55.20000076293945,106.44000244140625,27.299999237060547,29.375,54.209999084472656,104.25,27.5575008392334,29.375999450683594,54.36000061035156,105.30000305175781,105616400,56998000,21188700,9605800
